userID,songID,rating,songName,year,artist,genre
914,476,1.494917871414299,Hotdog,2007,Simian Mobile Disco,Electronic
283,725,1.7844262671283984,Letter From An Occupant,2000,The New Pornographers,Rock
1990,439,1.0,Secrets,2009,OneRepublic,Rock
2285,369,1.0,Werewolf (on the hood of yer heartbreak),2004,Man Man,Rock
1984,770,1.0,Hero,2001,Enrique Iglesias,Pop
154,143,1.0,Tuxedo Hat,2005,Octopus Project,Rock
156,651,1.0,Toxic,2003,Britney Spears,Pop
1557,756,1.0,Nothing Like You,2010,Frightened Rabbit,Rock
2081,474,1.0,I Want You,2008,Kings Of Leon,Rock
1773,680,1.7844262671283984,Ray Gun,2009,the bird and the bee,Pop
438,322,1.494917871414299,Sic Of Elephants,2007,Andrew Bird,Rock
1976,342,2.279344138542698,Do You Remember,2005,Jack Johnson,Rock
1654,305,1.7844262671283984,The Penalty,2007,Beirut,Folk
191,125,1.0,1.36,2002,Coldplay,Rock
242,299,1.0,Gardenhead / Leave Me Alone,1992,Neutral Milk Hotel,Rock
612,533,1.0,Song for Myla Goldberg,2003,The Decemberists,Rock
761,701,2.7742620099569963,16 Candles,1988,The Crests,Rock
2244,192,1.494917871414299,Far Away (Album Version),2006,Nickelback,Rock
2063,485,1.0,Red Right Ankle,2003,The Decemberists,Rock
1818,748,1.7844262671283984,Joe's Head,2003,Kings Of Leon,Rock
802,346,1.7844262671283984,Check On It,2005,Beyonce feat. Slim Thug,Pop
976,10,1.0,Harder Better Faster Stronger,2007,Daft Punk,Electronic
2395,427,1.494917871414299,I Kissed A Girl,2008,Katy Perry,Pop
422,587,1.0,Politik,2002,Coldplay,Rock
1954,572,1.494917871414299,Know You Now,2003,Amy Winehouse,RnB
1020,632,1.7844262671283984,Don't Panic,1999,Coldplay,Electronic
1814,43,1.0,Charmer,2007,Kings Of Leon,Rock
550,53,1.0,Korg Rhythm Afro,2005,Holy Fuck,Electronic
1529,250,1.0,These Four Walls,2008,Miley Cyrus,Pop
1318,363,1.0,Hovering,2008,Miley Cyrus,Pop
2297,296,1.494917871414299,Video Girl,2008,Jonas Brothers,Pop
658,589,1.494917871414299,Killing In The Name,1991,Rage Against The Machine,Rock
782,717,1.0,Careful Where You Stand,2000,Coldplay,Rock
2133,395,1.494917871414299,Fire Bomb,2009,Rihanna,RnB
1544,439,1.0,Secrets,2009,OneRepublic,Rock
1800,603,1.494917871414299,Birthday,2008,the bird and the bee,Pop
1962,396,1.7844262671283984,In My Place,2001,Coldplay,Rock
1005,424,1.494917871414299,Colourful,2006,Skream,Electronic
1163,329,1.0,The Greys,2006,Frightened Rabbit,Rock
287,685,1.494917871414299,Love Letter To Japan,2009,the bird and the bee,Rock
1425,373,1.0,Moonlight,2007,Digitalism,Electronic
445,153,1.0,Help I'm Alive,2009,Metric,Rock
2326,49,1.0,Napoleon On The Bellerophon,2007,Beirut,Rock
2199,276,1.494917871414299,Three Peaches,1996,Neutral Milk Hotel,Rock
585,641,1.0,Savior,2008,Rise Against,Rock
447,177,1.0,Top Of The World,2005,The All-American Rejects,Rock
1212,467,1.0,I Will Follow You into the Dark (Album Version),2005,Death Cab for Cutie,Rock
765,153,1.0,Help I'm Alive,2009,Metric,Rock
2287,110,2.644081581713018,Mia,2007,Emmy The Great,Folk
424,427,2.149163710298719,I Kissed A Girl,2008,Katy Perry,Pop
1813,44,1.494917871414299,Cupid,2007,Amy Winehouse,RnB
1211,227,1.0,All The Pretty Faces,2006,The Killers,Rock
1448,306,1.0,The Battery,2007,Boys Noize,Electronic
2160,53,1.0,Korg Rhythm Afro,2005,Holy Fuck,Electronic
288,547,1.0,Cousins,2009,Vampire Weekend,Rock
1749,232,1.0,Tuesday Moon,1993,Neutral Milk Hotel,Rock
1906,546,1.0,Sorry,2008,Jonas Brothers,Pop
790,556,2.7742620099569963,Obsessed,2009,Miley Cyrus,Pop
1195,459,1.494917871414299,Man/Bag Of Sand,2010,Frightened Rabbit,Rock
337,240,1.0,Twilight Galaxy,2009,Metric,Rock
1430,275,1.7844262671283984,My Immortal (Album Version),2003,Evanescence,Rock
549,350,1.494917871414299,Psychotic Girl,2004,The Black Keys,Rock
1338,187,1.0,Your Touch,2006,The Black Keys,Rock
1850,110,2.279344138542698,Mia,2007,Emmy The Great,Folk
363,645,1.9898357428285989,Drive,1999,Incubus,Rock
446,8,1.494917871414299,Go Places,2007,The New Pornographers,Rock
815,44,1.0,Cupid,2007,Amy Winehouse,RnB
884,258,1.494917871414299,If It's Lovin' That You Want,2005,Rihanna,RnB
2285,443,1.0,The Bachelor and the Bride,2003,The Decemberists,Rock
826,46,1.0,Be Less Rude,2006,Frightened Rabbit,Rock
2124,1,1.0,Aunt Eggma Blowtorch,1995,Neutral Milk Hotel,Rock
244,312,1.9898357428285989,Baby,2009,the bird and the bee,Pop
538,579,1.0,Sleepyhead,2008,Passion Pit,Rock
372,411,1.0,Seal Jubilee,2006,Bat For Lashes,Rock
2052,5,1.0,Full Circle,2008,Miley Cyrus,Pop
1625,354,1.0,Brainfeeder,2008,Flying Lotus,Electronic
1979,608,1.0,FootShooter,2010,Frightened Rabbit,Rock
1964,742,1.7844262671283984,Aerodynamite,2001,Daft Punk,Electronic
1735,217,1.9898357428285989,One More Sad Song,2001,The All-American Rejects,Rock
209,9,1.494917871414299,I'm Still Breathing,2008,Katy Perry,Pop
758,404,1.7844262671283984,Rabbit Habits,2008,Man Man,Rock
1755,231,1.0,Leave The Bourbon On The Shelf,2007,The Killers,Rock
1706,562,1.494917871414299,Alejandro,2009,Lady GaGa,Pop
1957,594,1.7844262671283984,My Love,2009,the bird and the bee,Rock
1265,761,1.7844262671283984,Cosmic Love,2009,Florence + The Machine,Rock
1819,775,1.0,Say You Will,2008,Kanye West,Rap
689,49,1.0,Napoleon On The Bellerophon,2007,Beirut,Rock
570,451,1.9898357428285989,Riot,2008,Flying Lotus,Electronic
528,93,2.149163710298719,Clocks,2002,Coldplay,Rock
1395,647,1.0,Kitty Kat,2006,Beyonce,RnB
952,665,1.494917871414299,I'm Done,2008,The Pussycat Dolls,Pop
614,804,1.494917871414299,Can't Have You,2008,Jonas Brothers,Pop
238,541,1.0,Girls Just Wanna Have Fun,2008,Miley Cyrus,Pop
632,274,2.149163710298719,Drive Away,2003,The All-American Rejects,Rock
1524,779,1.0,A Great Big Sled,2006,The Killers / Toni Halliday,Rock
702,250,2.149163710298719,These Four Walls,2008,Miley Cyrus,Pop
454,599,1.0,I Wanna Be Your Joey Ramone,1996,Sleater-kinney,Rock
414,362,1.7844262671283984,Lost,2007,Katy Perry,Pop
1978,379,1.0,Spectacular Views,2002,Rilo Kiley,Rock
1923,345,1.7844262671283984,Everywhere I Go,2008,Hollywood Undead,Rock
439,175,1.494917871414299,The Last Song,2003,The All-American Rejects,Rock
2282,552,1.0,Boys Will Be Boys,2005,The Ordinary Boys,Rock
215,275,1.7844262671283984,My Immortal (Album Version),2003,Evanescence,Rock
295,473,1.0,Hailie's Song,2002,Eminem,Rap
1764,574,1.0,Fancy Footwork,2007,Chromeo,Electronic
78,187,1.0,Your Touch,2006,The Black Keys,Rock
233,17,1.0,Rorol,2002,Octopus Project,Rock
2159,757,1.0,Hot N Cold (Innerpartysystem Main),2008,Katy Perry,Pop
2095,93,1.494917871414299,Clocks,2002,Coldplay,Rock
172,252,1.0,Lifespan Of A Fly,2009,the bird and the bee,Pop
1176,761,1.494917871414299,Cosmic Love,2009,Florence + The Machine,Rock
94,253,1.494917871414299,Sound Of Silver (c2 rmx rev.3),2007,LCD Soundsystem,Rock
1767,206,1.0,A Sunday Smile,2007,Beirut,Folk
533,540,1.0,If It Means A Lot To You,2009,A Day To Remember,Rock
1854,214,1.0,Big Big Love (Fig .2),2008,Foals,Rock
1766,321,1.0,What's In The Middle,2009,the bird and the bee,Rock
921,361,1.494917871414299,Kryptonite,1997,3 Doors Down,Rock
1429,632,1.0,Don't Panic,1999,Coldplay,Electronic
215,25,1.0,Seven Nation Army,2003,The White Stripes,Rock
160,635,2.279344138542698,Make Love To Your Mind,1975,Bill Withers,RnB
535,299,1.0,Gardenhead / Leave Me Alone,1992,Neutral Milk Hotel,Rock
83,455,1.494917871414299,My Name Is,1999,Eminem,Rap
700,316,1.0,Breakdown,2005,Jack Johnson,Folk
323,176,1.0,My Rights Versus Yours,2007,The New Pornographers,Rock
2075,255,1.0,You've Passed,1996,Neutral Milk Hotel,Rock
957,17,2.279344138542698,Rorol,2002,Octopus Project,Rock
885,713,1.0,Last Day Of Magic,2008,The Kills,Rock
41,658,3.5385738326279355,Hey Mama,2005,Kanye West,Rap
161,241,1.0,Everyone's At It,2009,Lily Allen,Pop
2001,770,1.7844262671283984,Hero,2001,Enrique Iglesias,Pop
348,685,1.0,Love Letter To Japan,2009,the bird and the bee,Rock
642,270,1.494917871414299,Around The World (Radio Edit),1996,Daft Punk,Electronic
1428,192,1.0,Far Away (Album Version),2006,Nickelback,Rock
1413,168,1.0,Already Gone,2009,Kelly Clarkson,Pop
428,766,1.0,The Police And The Private,2005,Metric,Rock
704,477,1.494917871414299,Entertain,2005,Sleater-kinney,Rock
351,648,1.0,Gold Guns Girls,2009,Metric,Rock
2157,347,1.0,Everything Is Alright,2001,Four Tet,Electronic
406,2,1.0,Back Against The Wall,2008,Cage The Elephant,Rock
1144,35,1.494917871414299,Imma Be,2009,Black Eyed Peas,Rap
1823,645,1.0,Drive,1999,Incubus,Rock
1465,442,1.0,Addicted,2006,Amy Winehouse,RnB
689,90,1.0,Witch,2009,the bird and the bee,Rock
2112,4,1.0,The Canals Of Our City,2005,Beirut,Rock
1466,567,1.0,Harpoon Fever (Queequeg's Playhouse),2008,Man Man,Rock
1645,705,1.494917871414299,King Of The Rodeo,2004,Kings Of Leon,Rock
2302,367,1.494917871414299,Holy Roller Novocaine,2003,Kings Of Leon,Rock
1093,62,1.0,Star Bodies,2005,The New Pornographers,Rock
1683,446,1.0,Church,2008,T-Pain featuring Teddy Verseti,Rap
678,193,1.0,Everybody,2007,Britney Spears,Pop
307,73,1.0,Freakum Dress,2006,Beyonce,RnB
135,644,1.494917871414299,Challengers,2007,The New Pornographers,Rock
1292,753,1.494917871414299,Bitter Sweet Symphony,1997,The Verve,Pop
2234,581,1.0,Show You How,2004,The Killers,Rock
1976,474,1.0,I Want You,2008,Kings Of Leon,Rock
1299,54,1.494917871414299,You're The One,1990,Dwight Yoakam,Country
1638,670,1.0,I GOT THIS DOWN,2007,Simian Mobile Disco,Electronic
1171,335,1.494917871414299,The Real Slim Shady,2000,Eminem,Pop
399,111,1.0,Pet Monster Shotglass,2006,Flying Lotus,Electronic
1883,171,1.0,Down To Earth,2009,Justin Bieber,Pop
357,278,2.149163710298719,If I Had You,2009,Adam Lambert,Pop
1526,219,1.0,All The Old Showstoppers,2007,The New Pornographers,Rock
1524,258,2.149163710298719,If It's Lovin' That You Want,2005,Rihanna,RnB
432,457,2.568852534256797,Him,2009,Lily Allen,Pop
1511,266,1.494917871414299,Velvet Snow,2004,Kings Of Leon,Rock
1164,236,1.494917871414299,Kiss With A Fist,2009,Florence + The Machine,Pop
1015,427,1.0,I Kissed A Girl,2008,Katy Perry,Pop
691,645,1.494917871414299,Drive,1999,Incubus,Rock
1855,781,1.0,Daniel Cowman,2002,Regina Spektor,Rock
1395,457,1.0,Him,2009,Lily Allen,Pop
1113,464,1.0,Glamorous Indie Rock and Roll,2007,The Killers,Rock
2227,266,1.0,Velvet Snow,2004,Kings Of Leon,Rock
1101,690,2.149163710298719,Video Killed The Radio Star,1979,The Buggles,Rock
1655,59,1.0,They Might Follow You,2007,Tiny Vipers,Pop
1121,716,1.0,Time To Pretend,2005,MGMT,Rock
1526,779,1.0,A Great Big Sled,2006,The Killers / Toni Halliday,Rock
420,625,1.0,Thanx 4 Nothin',2008,Mariah Carey,RnB
1683,772,1.0,Never Gonna Happen,2009,Lily Allen,Pop
1009,654,1.0,Unguided,2007,The New Pornographers,Rock
881,562,2.149163710298719,Alejandro,2009,Lady GaGa,Pop
2397,127,1.0,So Long,2002,Rilo Kiley,Rock
2405,365,2.389410122329216,M79 (Album),2007,Vampire Weekend,Rock
745,288,1.0,Common Denominator,2009,Justin Bieber,Pop
2417,281,1.0,Still In Love With You,2007,Jonas Brothers,Pop
1850,329,1.0,The Greys,2006,Frightened Rabbit,Rock
1441,199,1.0,La Llorona,2009,Beirut,Rock
558,150,1.0,Ruby_ Don't Take Your Love To Town,2007,The Killers,Rock
1550,637,1.0,Invalid,2002,Tub Ring,Rock
178,623,1.7844262671283984,What They Found,2002,Octopus Project,Rock
1580,776,1.0,The Body Says No,2000,The New Pornographers,Rock
1036,439,2.484753614242898,Secrets,2009,OneRepublic,Rock
727,265,1.0,Zebra,2004,Man Man,Rock
621,713,1.0,Last Day Of Magic,2008,The Kills,Rock
1511,483,1.494917871414299,Hold On,2007,Jonas Brothers,Pop
368,782,1.494917871414299,Black Balloon,2008,The Kills,Rock
1914,690,1.494917871414299,Video Killed The Radio Star,1979,The Buggles,Rock
554,427,1.0,I Kissed A Girl,2008,Katy Perry,Pop
2140,750,1.0,Hello,2008,Beyonce,RnB
578,734,1.494917871414299,Naomi,1996,Neutral Milk Hotel,Rock
1458,5,1.494917871414299,Full Circle,2008,Miley Cyrus,Pop
1811,17,1.9898357428285989,Rorol,2002,Octopus Project,Rock
315,523,1.0,Everybody's Changing,2007,Lily Allen,Pop
809,114,1.7844262671283984,One Time,2009,Justin Bieber,Pop
1480,46,2.149163710298719,Be Less Rude,2006,Frightened Rabbit,Rock
1492,463,1.494917871414299,Again & Again,2006,the bird and the bee,Rock
1001,545,1.7844262671283984,Golden Diva,2008,Flying Lotus,Electronic
443,74,1.0,The Wind Blows,2008,The All-American Rejects,Pop
2383,647,1.494917871414299,Kitty Kat,2006,Beyonce,RnB
2244,287,1.0,Easy Love,2006,MSTRKRFT,Rock
661,698,2.149163710298719,Use Somebody,2008,Kings Of Leon,Rock
56,753,1.494917871414299,Bitter Sweet Symphony,1997,The Verve,Pop
939,370,1.0,Top Drawer,2008,Man Man,Rock
364,528,1.494917871414299,When You Look Me In The Eyes,2007,Jonas Brothers,Pop
627,301,1.0,Manhattan,2008,Kings Of Leon,Rock
192,689,1.494917871414299,Party In The U.S.A.,2009,Miley Cyrus,Pop
2004,65,1.0,Stronger,2007,Kanye West,Rap
1498,766,1.0,The Police And The Private,2005,Metric,Rock
1352,539,1.0,Three Hopeful Thoughts,2002,Rilo Kiley,Rock
2083,231,1.0,Leave The Bourbon On The Shelf,2007,The Killers,Rock
41,509,1.0,A Crippling Blow,2008,The Killers,Rock
1989,474,1.494917871414299,I Want You,2008,Kings Of Leon,Rock
2067,445,1.9898357428285989,Daddy,2003,Beyonce,RnB
186,600,1.0,Revelry,2008,Kings Of Leon,Rock
385,697,1.7844262671283984,One Less Lonely Girl,2009,Justin Bieber,Pop
1815,472,1.494917871414299,Anything New,2007,Digitalism,Electronic
2403,244,1.494917871414299,In The Mirror,2005,Nada Surf,Rock
246,582,1.0,This Is Your Life,2008,The Killers,Rock
678,72,1.0,Teeth,2009,Lady GaGa,Pop
1287,161,1.494917871414299,Monster,2009,Lady GaGa,Pop
2387,715,1.0,Amy Amy Amy / Outro,2003,Amy Winehouse,RnB
2078,487,1.0,Burnin' Up,2008,Jonas Brothers,Pop
1880,103,1.0,For The Record,2008,Mariah Carey,RnB
332,381,1.494917871414299,The Slow Descent Into Alcoholism,2000,The New Pornographers,Rock
216,471,1.9898357428285989,Cat Claw,2002,The Kills,Rock
1264,691,1.0,Mary Ann,2001,Regina Spektor,Rock
1272,174,1.0,From Blown Speakers,2003,The New Pornographers,Rock
550,668,1.0,Set You Free,2008,Frightened Rabbit,Rock
2266,628,2.279344138542698,Home,2009,Edward Sharpe & The Magnetic Zeros,Rock
155,611,1.0,A Dustland Fairytale,2008,The Killers,Rock
966,558,1.0,The Middle,2001,Jimmy Eat World,Rock
264,489,1.0,In Person,2008,The Pussycat Dolls,Pop
1823,192,1.0,Far Away (Album Version),2006,Nickelback,Rock
372,388,1.0,The Akara,2009,Beirut,Rock
1326,511,1.0,Roses,2005,Kanye West,Rap
1503,146,1.0,LDN (Switch Remix),2009,Lily Allen,Pop
1835,60,1.0,A Forest,2008,Bat For Lashes,Rock
1503,499,1.494917871414299,A Little Bit Longer,2008,Jonas Brothers,Pop
1662,174,1.494917871414299,From Blown Speakers,2003,The New Pornographers,Rock
1849,607,1.0,Stuck In The Moment,2010,Justin Bieber,Pop
2148,318,1.0,Up,2010,Justin Bieber,Pop
646,763,1.9898357428285989,Lovely Allen,2007,Holy Fuck,Electronic
1334,744,1.0,Balloons (Single version),2007,Foals,Rock
1570,550,1.0,The Pulse,2007,Holy Fuck,Electronic
679,761,1.0,Cosmic Love,2009,Florence + The Machine,Rock
1459,144,1.0,One I Love,2002,Coldplay,Rock
418,19,1.7844262671283984,Auto-Dub,2006,Skream,Electronic
219,628,1.0,Home,2009,Edward Sharpe & The Magnetic Zeros,Rock
2145,217,1.494917871414299,One More Sad Song,2001,The All-American Rejects,Rock
1805,584,1.0,Bubble Toes,2000,Jack Johnson,Rock
1896,182,2.149163710298719,North Of the Yukon,1997,Klaus Schulze,Electronic
2340,807,1.0,Watch The Tapes,2007,LCD Soundsystem,Electronic
717,685,1.7844262671283984,Love Letter To Japan,2009,the bird and the bee,Rock
525,703,1.494917871414299,Sunshine,2008,The All-American Rejects,Rock
2000,225,1.0,Choppers,2007,Holy Fuck,Electronic
2079,645,1.9898357428285989,Drive,1999,Incubus,Rock
1879,633,1.0,My Boy Builds Coffins,2009,Florence + The Machine,Rock
2087,758,1.0,Streets Of Fire,2005,The New Pornographers,Rock
2397,148,1.0,Gimme Sympathy,2009,Metric,Rock
850,388,1.0,The Akara,2009,Beirut,Rock
2051,25,1.494917871414299,Seven Nation Army,2003,The White Stripes,Rock
495,256,1.0,Why Worry,2003,The All-American Rejects,Rock
430,767,1.0,Get Trashed,2004,The Killers,Rock
972,22,1.494917871414299,Up Up & Away,2009,Kid Cudi,Rap
217,743,1.0,The Stars of Track and Field,1996,Belle and Sebastian,Rock
129,512,1.494917871414299,Shake A Tail Feather,2005,The Cheetah Girls,Pop
1327,402,1.0,White Sky,2010,Vampire Weekend,Rock
2322,770,1.0,Hero,2001,Enrique Iglesias,Pop
172,710,1.494917871414299,Entering White Cecilia,2007,The New Pornographers,Rock
528,784,1.0,My List,2006,The Killers,Rock
360,439,1.9898357428285989,Secrets,2009,OneRepublic,Rock
1977,367,1.0,Holy Roller Novocaine,2003,Kings Of Leon,Rock
393,663,2.279344138542698,Tighten Up,2010,The Black Keys,Electronic
1159,646,1.0,Opposite Of Adults,2009,Chiddy Bang,Rap
8,369,1.494917871414299,Werewolf (on the hood of yer heartbreak),2004,Man Man,Rock
959,135,1.0,Breakin',2008,The All-American Rejects,Rock
1261,365,1.494917871414299,M79 (Album),2007,Vampire Weekend,Rock
900,592,1.0,Taste Test,1996,Sleater-kinney,Rock
1673,449,1.0,Chump Change,2003,The New Pornographers,Rock
504,262,1.0,Life In Technicolor ii,2008,Coldplay,Rock
1697,90,1.494917871414299,Witch,2009,the bird and the bee,Rock
2036,423,1.494917871414299,Easy Eats Or Dirty Doctor Galapagos,2008,Man Man,Rock
668,761,1.7844262671283984,Cosmic Love,2009,Florence + The Machine,Rock
1057,689,1.9898357428285989,Party In The U.S.A.,2009,Miley Cyrus,Pop
34,316,1.494917871414299,Breakdown,2005,Jack Johnson,Folk
378,70,1.0,Don't Leave Me,2001,The All-American Rejects,Rock
1100,104,1.494917871414299,Banana Ghost,2006,Man Man,Rock
932,118,1.0,Go Ahead,2001,Rilo Kiley,Rock
596,761,1.0,Cosmic Love,2009,Florence + The Machine,Rock
2280,570,1.0,Boys Boys Boys,2008,Lady GaGa,Rap
1137,406,1.0,Two Headed Boy,2009,Neutral Milk Hotel,Rock
379,39,1.494917871414299,Olympic Airways,2008,Foals,Rock
555,595,1.0,Smothered (Album Version),2003,Spineshank,Rock
2046,642,1.0,Speed Of Sound,2005,Coldplay,Rock
2305,335,1.0,The Real Slim Shady,2000,Eminem,Pop
1422,497,1.0,Royal Gregory,2007,Holy Fuck,Electronic
360,413,1.0,What You Know,2010,Two Door Cinema Club,Rock
323,103,1.0,For The Record,2008,Mariah Carey,RnB
761,391,2.933589977427117,The Maestro,1992,Beastie Boys,Rap
233,47,1.494917871414299,I Stand Corrected (Album),2007,Vampire Weekend,Rock
1519,163,1.0,God Put A Smile Upon Your Face,2002,Coldplay,Rock
1901,379,1.0,Spectacular Views,2002,Rilo Kiley,Rock
2241,269,1.494917871414299,I'm Not Calling You A Liar,2009,Florence + The Machine,Rock
378,57,1.0,Willing To Wait,2005,Rihanna,RnB
1697,603,1.0,Birthday,2008,the bird and the bee,Pop
1201,57,1.0,Willing To Wait,2005,Rihanna,RnB
1399,334,1.7844262671283984,Too Far Gone,2001,The All-American Rejects,Rock
660,643,1.0,The Climb,2009,Miley Cyrus,Pop
1859,537,1.9898357428285989,Better To Reign In Hell,2003,Cradle Of Filth,Rock
1021,104,1.494917871414299,Banana Ghost,2006,Man Man,Rock
929,705,1.0,King Of The Rodeo,2004,Kings Of Leon,Rock
998,575,1.0,Hide & Seek,2009,Imogen Heap,Pop
2396,203,1.0,Pull A U,2003,The Kills,Rock
300,161,1.9898357428285989,Monster,2009,Lady GaGa,Pop
2359,59,1.0,They Might Follow You,2007,Tiny Vipers,Pop
98,236,1.494917871414299,Kiss With A Fist,2009,Florence + The Machine,Pop
837,97,1.494917871414299,My Happy Ending,2004,Avril Lavigne,Pop
1825,13,1.0,Such Great Heights,2003,The Postal Service,Electronic
1500,76,2.149163710298719,Magic,2008,The Pussycat Dolls,Pop
153,133,1.0,Sleep Alone (909s in DarkTimes Mix),2009,Bat For Lashes,Rock
2022,689,1.494917871414299,Party In The U.S.A.,2009,Miley Cyrus,Pop
2070,161,1.9898357428285989,Monster,2009,Lady GaGa,Pop
1412,64,1.0,Last Day Of Our Love,2008,the bird and the bee,Rock
1757,336,1.0,Superfresh,2007,Boys Noize,Electronic
2404,631,1.0,Drunken Lullabies,2002,Flogging Molly,Rock
164,585,1.0,Outta Sight,2007,Chromeo,Electronic
2284,463,1.0,Again & Again,2006,the bird and the bee,Rock
1239,736,1.0,I Gotta Feeling,2009,Black Eyed Peas,Pop
836,184,1.0,One Of The Boys,2008,Katy Perry,Pop
2173,377,1.0,Sympathy,2002,Sleater-kinney,Rock
2200,142,1.0,Mirror Song,1991,Live,Rock
938,642,1.0,Speed Of Sound,2005,Coldplay,Rock
1609,470,1.0,Cape Cod Kwassa Kwassa (Album),2007,Vampire Weekend,Rock
1762,167,1.0,Myriad Harbour,2007,The New Pornographers,Rock
1574,203,1.494917871414299,Pull A U,2003,The Kills,Rock
1643,705,1.0,King Of The Rodeo,2004,Kings Of Leon,Rock
1100,79,1.494917871414299,Love In 2 Parts,2000,Erin McKeown,Folk
2352,368,1.494917871414299,Bulletproof,2009,La Roux,Pop
2321,192,1.0,Far Away (Album Version),2006,Nickelback,Rock
53,376,1.494917871414299,Just Missed The Train,2003,Kelly Clarkson,Pop
1165,503,1.0,In The End (Album Version),2000,Linkin Park,Rock
115,736,2.149163710298719,I Gotta Feeling,2009,Black Eyed Peas,Pop
271,772,1.494917871414299,Never Gonna Happen,2009,Lily Allen,Pop
1470,785,1.0,FANTASY,1995,Mariah Carey,RnB
399,298,1.494917871414299,All Of The Champs That Ever Lived,2005,Octopus Project,Rock
143,84,1.494917871414299,Latin America,2010,Holy Fuck,Electronic
1703,92,1.0,One And Only,2005,Mariah Carey / Twista,RnB
854,292,1.0,Momma's Boy,2007,Chromeo,Electronic
2279,614,1.0,As I Am,2007,Miley Cyrus,Pop
1310,491,1.494917871414299,Music Is Happiness,2005,Octopus Project,Rock
2000,689,1.0,Party In The U.S.A.,2009,Miley Cyrus,Pop
874,123,1.494917871414299,Music Now,2006,Frightened Rabbit,Rock
644,347,2.149163710298719,Everything Is Alright,2001,Four Tet,Electronic
527,588,1.0,Live It Out,2005,Metric,Rock
2293,689,1.9898357428285989,Party In The U.S.A.,2009,Miley Cyrus,Pop
1784,716,1.7844262671283984,Time To Pretend,2005,MGMT,Rock
205,651,1.0,Toxic,2003,Britney Spears,Pop
540,782,1.0,Black Balloon,2008,The Kills,Rock
1991,280,1.0,Bling (Confession Of A King),2006,The Killers,Rock
811,524,1.494917871414299,The Bunker,2006,Beirut,Rock
1946,560,1.0,The Gymnast_ High Above the Ground,2003,The Decemberists,Rock
1882,228,2.484753614242898,Love Me,2009,Justin Bieber,Pop
2101,494,1.0,Sweet Talk,2007,The Killers,Rock
2118,642,1.0,Speed Of Sound,2005,Coldplay,Rock
2354,563,1.0,Chinese,2009,Lily Allen,Pop
1227,458,1.494917871414299,We Are The Sleepyheads,2006,Belle & Sebastian,Rock
1906,677,1.0,I Can't Stay,2008,The Killers,Rock
1894,674,1.0,Home Zone,2007,Digitalism,Electronic
408,13,1.0,Such Great Heights,2003,The Postal Service,Electronic
189,559,1.0,Tape Song,2008,The Kills,Rock
2033,421,1.0,Collect Call,2009,Metric,Rock
169,288,1.494917871414299,Common Denominator,2009,Justin Bieber,Pop
838,88,2.484753614242898,Crying At The Aquarium,2002,Octopus Project,Rock
63,651,1.0,Toxic,2003,Britney Spears,Pop
682,559,1.0,Tape Song,2008,The Kills,Rock
1490,668,1.0,Set You Free,2008,Frightened Rabbit,Rock
915,29,1.0,Hot N Cold (Manhattan Clique Remix Radio Edit),2008,Katy Perry,Pop
2198,727,1.0,Human,2008,The Killers,Rock
807,650,1.0,North American Scum,2007,LCD Soundsystem,Electronic
296,716,1.0,Time To Pretend,2005,MGMT,Rock
